Single_LiMnO2_long_s
Wavelength = 1.54059 Å (Cu)
10.0	5112
10.01	5081
10.02	4997
10.03	5057
10.04	5024
10.05	5037
10.06	5076
10.07	5088
10.08	5074
10.09	5129
10.1	5138
10.11	5147
10.12	5125
10.13	5154
10.14	5146
10.15	5216
10.16	5113
10.17	5076
10.18	5168
10.19	5192
10.2	5202
10.21	5144
10.22	5205
10.23	5155
10.24	5149
10.25	5224
10.26	5268
10.27	5150
10.28	5167
10.29	5099
10.3	5135
10.31	5235
10.32	5273
10.33	5215
10.34	5283
10.35	5357
10.36	5351
10.37	5276
10.38	5309
10.39	5409
10.4	5408
10.41	5372
10.42	5359
10.43	5342
10.44	5330
10.45	5303
10.46	5343
10.47	5336
10.48	5335
10.49	5318
10.5	5414
10.51	5324
10.52	5368
10.53	5443
10.54	5355
10.55	5316
10.56	5347
10.57	5426
10.58	5528
10.59	5605
10.6	5531
10.61	5504
10.62	5502
10.63	5456
10.64	5486
10.65	5520
10.66	5528
10.67	5494
10.68	5494
10.69	5482
10.7	5536
10.71	5507
10.72	5536
10.73	5551
10.74	5484
10.75	5603
10.76	5607
10.77	5700
10.78	5644
10.79	5501
10.8	5521
10.81	5561
10.82	5617
10.83	5627
10.84	5579
10.85	5607
10.86	5643
10.87	5691
10.88	5679
10.89	5576
10.9	5537
10.91	5656
10.92	5624
10.93	5705
10.94	5617
10.95	5736
10.96	5686
10.97	5733
10.98	5756
10.99	5860
11.0	5820
11.01	5776
11.02	5825
11.03	5749
11.04	5775
11.05	5825
11.06	5839
11.07	5796
11.08	5819
11.09	5797
11.1	5840
11.11	5885
11.12	5840
11.13	5863
11.14	5820
11.15	5809
11.16	5962
11.17	5951
11.18	5927
11.19	5946
11.2	5947
11.21	5945
11.22	5919
11.23	5922
11.24	5880
11.25	5900
11.26	6018
11.27	5984
11.28	5967
11.29	5973
11.3	5949
11.31	5922
11.32	5952
11.33	6048
11.34	5974
11.35	6017
11.36	5997
11.37	6048
11.38	6051
11.39	6116
11.4	6149
11.41	6084
11.42	6036
11.43	6111
11.44	6109
11.45	6153
11.46	6138
11.47	6202
11.48	6216
11.49	6132
11.5	6143
11.51	6235
11.52	6185
11.53	6038
11.54	6101
11.55	6194
11.56	6186
11.57	6202
11.58	6227
11.59	6239
11.6	6199
11.61	6344
11.62	6266
11.63	6120
11.64	6182
11.65	6163
11.66	6263
11.67	6300
11.68	6316
11.69	6347
11.7	6377
11.71	6391
11.72	6314
11.73	6364
11.74	6442
11.75	6422
11.76	6397
11.77	6364
11.78	6524
11.79	6413
11.8	6437
11.81	6456
11.82	6473
11.83	6502
11.84	6440
11.85	6404
11.86	6428
11.87	6463
11.88	6512
11.89	6508
11.9	6572
11.91	6622
11.92	6607
11.93	6481
11.94	6509
11.95	6581
11.96	6559
11.97	6572
11.98	6556
11.99	6503
12.0	6574
12.01	6678
12.02	6584
12.03	6535
12.04	6571
12.05	6606
12.06	6592
12.07	6599
12.08	6545
12.09	6641
12.1	6682
12.11	6661
12.12	6633
12.13	6704
12.14	6708
12.15	6828
12.16	6781
12.17	6654
12.18	6692
12.19	6760
12.2	6758
12.21	6845
12.22	6797
12.23	6816
12.24	6858
12.25	6842
12.26	6786
12.27	6827
12.28	6782
12.29	6875
12.3	6956
12.31	6921
12.32	6871
12.33	6948
12.34	6859
12.35	6839
12.36	6905
12.37	6913
12.38	6918
12.39	6908
12.4	6937
12.41	7065
12.42	7051
12.43	7043
12.44	7051
12.45	6946
12.46	6926
12.47	6945
12.48	7096
12.49	7105
12.5	7150
12.51	7133
12.52	7113
12.53	7134
12.54	7208
12.55	7286
12.56	7244
12.57	7273
12.58	7345
12.59	7404
12.6	7352
12.61	7357
12.62	7414
