BroadPeak_MnF2_SPEX3
Wavelength = 1.54059 Å (Cu)
Angle	I(o)	I(b)
15.05	2139.0	2129.3
15.06	2145.0	2129.4
15.07	2142.0	2129.5
15.08	2121.0	2129.6
15.09	2126.0	2129.7
15.1	2134.0	2129.8
15.11	2155.0	2129.8
15.12	2158.0	2129.9
15.13	2152.0	2130.0
15.14	2191.0	2130.1
15.15	2155.0	2130.1
15.16	2091.0	2130.2
15.17	2130.0	2130.2
15.18	2147.0	2130.3
15.19	2165.0	2130.3
15.2	2137.0	2130.4
15.21	2109.0	2130.4
15.22	2133.0	2130.5
15.23	2147.0	2130.5
15.24	2130.0	2130.5
15.25	2149.0	2130.6
15.26	2191.0	2130.6
15.27	2166.0	2130.6
15.28	2074.0	2130.6
15.29	2082.0	2130.7
15.3	2113.0	2130.7
15.31	2092.0	2130.7
15.32	2097.0	2130.7
15.33	2188.0	2130.7
15.34	2209.0	2130.7
15.35	2145.0	2130.7
15.36	2154.0	2130.7
15.37	2112.0	2130.7
15.38	2089.0	2130.7
15.39	2109.0	2130.7
15.4	2093.0	2130.6
15.41	2088.0	2130.6
15.42	2097.0	2130.6
15.43	2077.0	2130.6
15.44	2082.0	2130.5
15.45	2157.0	2130.5
15.46	2176.0	2130.5
15.47	2146.0	2130.4
15.48	2131.0	2130.4
15.49	2130.0	2130.4
15.5	2121.0	2130.3
15.51	2100.0	2130.3
15.52	2110.0	2130.2
15.53	2144.0	2130.2
15.54	2132.0	2130.1
15.55	2118.0	2130.0
15.56	2100.0	2130.0
15.57	2101.0	2129.9
15.58	2091.0	2129.8
15.59	2078.0	2129.8
15.6	2118.0	2129.7
15.61	2113.0	2129.6
15.62	2097.0	2129.5
15.63	2163.0	2129.4
15.64	2164.0	2129.4
15.65	2141.0	2129.3
15.66	2139.0	2129.2
15.67	2119.0	2129.1
15.68	2122.0	2129.0
15.69	2101.0	2128.9
15.7	2069.0	2128.8
15.71	2055.0	2128.7
15.72	2062.0	2128.5
15.73	2086.0	2128.4
15.74	2091.0	2128.3
15.75	2086.0	2128.2
15.76	2126.0	2128.1
15.77	2146.0	2128.0
15.78	2142.0	2127.8
15.79	2138.0	2127.7
15.8	2132.0	2127.6
15.81	2107.0	2127.4
15.82	2141.0	2127.3
15.83	2171.0	2127.1
15.84	2158.0	2127.0
15.85	2130.0	2126.9
15.86	2094.0	2126.7
15.87	2088.0	2126.6
15.88	2065.0	2126.4
15.89	2081.0	2126.2
15.9	2114.0	2126.1
15.91	2096.0	2125.9
15.92	2108.0	2125.7
15.93	2116.0	2125.6
15.94	2081.0	2125.4
15.95	2095.0	2125.2
15.96	2141.0	2125.1
15.97	2133.0	2124.9
15.98	2123.0	2124.7
15.99	2086.0	2124.5
16.0	2066.0	2124.3
16.01	2111.0	2124.1
16.02	2115.0	2123.9
16.03	2136.0	2123.7
16.04	2104.0	2123.5
16.05	2107.0	2123.3
16.06	2109.0	2123.1
16.07	2127.0	2122.9
16.08	2112.0	2122.7
16.09	2102.0	2122.5
16.1	2101.0	2122.3
16.11	2088.0	2122.1
16.12	2065.0	2121.9
16.13	2072.0	2121.6
16.14	2082.0	2121.4
16.15	2078.0	2121.2
16.16	2084.0	2121.0
16.17	2105.0	2120.7
16.18	2121.0	2120.5
16.19	2127.0	2120.3
16.2	2082.0	2120.0
16.21	2073.0	2119.8
16.22	2079.0	2119.5
16.23	2125.0	2119.3
16.24	2135.0	2119.0
16.25	2109.0	2118.8
16.26	2067.0	2118.5
16.27	2085.0	2118.3
16.28	2108.0	2118.0
16.29	2102.0	2117.7
16.3	2094.0	2117.5
16.31	2066.0	2117.2
16.32	2087.0	2116.9
16.33	2103.0	2116.7
16.34	2108.0	2116.4
16.35	2113.0	2116.1
16.36	2119.0	2115.8
16.37	2112.0	2115.6
16.38	2086.0	2115.3
16.39	2051.0	2115.0
16.4	2073.0	2114.7
16.41	2141.0	2114.4
16.42	2122.0	2114.1
16.43	2091.0	2113.8
16.44	2084.0	2113.5
16.45	2049.0	2113.2
16.46	2043.0	2112.9
16.47	2074.0	2112.6
16.48	2071.0	2112.3
16.49	2074.0	2112.0
16.5	2074.0	2111.7
16.51	2094.0	2111.4
16.52	2105.0	2111.1
16.53	2089.0	2110.7
16.54	2074.0	2110.4
16.55	2075.0	2110.1
16.56	2090.0	2109.8
16.57	2124.0	2109.4
16.58	2140.0	2109.1
16.59	2085.0	2108.8
16.6	2052.0	2108.4
16.61	2100.0	2108.1
16.62	2126.0	2107.8
16.63	2123.0	2107.4
16.64	2122.0	2107.1
16.65	2119.0	2106.7
16.66	2107.0	2106.4
16.67	2132.0	2106.0
16.68	2156.0	2105.7
16.69	2170.0	2105.3
16.7	2163.0	2105.0
16.71	2143.0	2104.6
16.72	2118.0	2104.2
16.73	2078.0	2103.9
16.74	2078.0	2103.5
16.75	2068.0	2103.1
16.76	2069.0	2102.8
16.77	2092.0	2102.4
16.78	2079.0	2102.0
16.79	2080.0	2101.6
16.8	2093.0	2101.3
16.81	2085.0	2100.9
16.82	2045.0	2100.5
16.83	2057.0	2100.1
16.84	2093.0	2099.7
16.85	2101.0	2099.3
16.86	2094.0	2098.9
16.87	2115.0	2098.6
16.88	2140.0	2098.2
16.89	2132.0	2097.8
16.9	2116.0	2097.4
16.91	2095.0	2097.0
16.92	2110.0	2096.6
16.93	2145.0	2096.1
16.94	2154.0	2095.7
16.95	2146.0	2095.3
16.96	2122.0	2094.9
16.97	2095.0	2094.5
16.98	2082.0	2094.1
16.99	2084.0	2093.7
17.0	2093.0	2093.2
17.01	2108.0	2092.8
17.02	2128.0	2092.4
17.03	2094.0	2092.0
17.04	2102.0	2091.5
17.05	2112.0	2091.1
17.06	2079.0	2090.7
17.07	2099.0	2090.3
17.08	2134.0	2089.8
17.09	2115.0	2089.4
17.1	2116.0	2088.9
17.11	2120.0	2088.5
17.12	2084.0	2088.1
17.13	2085.0	2087.6
17.14	2091.0	2087.2
17.15	2093.0	2086.7
17.16	2112.0	2086.3
17.17	2119.0	2085.8
17.18	2133.0	2085.4
17.19	2130.0	2084.9
17.2	2113.0	2084.4
17.21	2098.0	2084.0
17.22	2088.0	2083.5
17.23	2069.0	2083.0
17.24	2066.0	2082.6
17.25	2091.0	2082.1
17.26	2096.0	2081.6
17.27	2098.0	2081.2
17.28	2097.0	2080.7
17.29	2085.0	2080.2
17.3	2116.0	2079.8
17.31	2169.0	2079.3
17.32	2177.0	2078.8
17.33	2166.0	2078.3
17.34	2101.0	2077.8
17.35	2055.0	2077.3
17.36	2062.0	2076.9
17.37	2060.0	2076.4
17.38	2076.0	2075.9
17.39	2119.0	2075.4
17.4	2123.0	2074.9
17.41	2065.0	2074.4
17.42	2059.0	2073.9
17.43	2094.0	2073.4
17.44	2111.0	2072.9
17.45	2124.0	2072.4
17.46	2107.0	2071.9
17.47	2070.0	2071.4
17.48	2078.0	2070.9
17.49	2101.0	2070.4
17.5	2129.0	2069.8
17.51	2148.0	2069.3
17.52	2105.0	2068.8
17.53	2098.0	2068.3
17.54	2120.0	2067.8
17.55	2101.0	2067.3
17.56	2078.0	2066.7
17.57	2076.0	2066.2
17.58	2091.0	2065.7
17.59	2103.0	2065.2
17.6	2129.0	2064.6
17.61	2128.0	2064.1
17.62	2119.0	2063.6
17.63	2130.0	2063.1
17.64	2100.0	2062.5
17.65	2065.0	2062.0
17.66	2064.0	2061.5
17.67	2096.0	2060.9
17.68	2093.0	2060.4
17.69	2061.0	2059.8
17.7	2056.0	2059.3
17.71	2051.0	2058.7
17.72	2057.0	2058.2
17.73	2068.0	2057.7
17.74	2061.0	2057.1
17.75	2040.0	2056.6
17.76	2044.0	2056.0
17.77	2076.0	2055.4
17.78	2075.0	2054.9
17.79	2096.0	2054.3
17.8	2119.0	2053.8
17.81	2131.0	2053.2
17.82	2117.0	2052.7
17.83	2056.0	2052.1
17.84	2044.0	2051.5
17.85	2056.0	2051.0
17.86	2076.0	2050.4
17.87	2063.0	2049.8
17.88	2024.0	2049.3
17.89	2081.0	2048.7
17.9	2133.0	2048.1
17.91	2098.0	2047.6
17.92	2062.0	2047.0
17.93	2087.0	2046.4
17.94	2108.0	2045.8
17.95	2100.0	2045.2
17.96	2113.0	2044.7
17.97	2131.0	2044.1
17.98	2129.0	2043.5
17.99	2099.0	2042.9
18.0	2084.0	2042.3
18.01	2100.0	2041.7
18.02	2105.0	2041.2
18.03	2114.0	2040.6
18.04	2105.0	2040.0
18.05	2056.0	2039.4
18.06	2059.0	2038.8
18.07	2111.0	2038.2
18.08	2153.0	2037.6
18.09	2149.0	2037.0
18.1	2098.0	2036.4
18.11	2078.0	2035.8
18.12	2099.0	2035.2
18.13	2077.0	2034.6
18.14	2042.0	2034.0
18.15	2047.0	2033.4
18.16	2043.0	2032.8
18.17	2026.0	2032.2
18.18	2042.0	2031.6
18.19	2055.0	2031.0
18.2	2033.0	2030.4
18.21	2041.0	2029.7
18.22	2062.0	2029.1
18.23	2090.0	2028.5
18.24	2079.0	2027.9
18.25	2071.0	2027.3
18.26	2085.0	2026.7
18.27	2094.0	2026.1
18.28	2095.0	2025.4
18.29	2112.0	2024.8
18.3	2120.0	2024.2
18.31	2070.0	2023.6
18.32	2029.0	2022.9
18.33	2051.0	2022.3
18.34	2102.0	2021.7
18.35	2111.0	2021.1
18.36	2082.0	2020.4
18.37	2039.0	2019.8
18.38	2034.0	2019.2
18.39	2087.0	2018.5
18.4	2096.0	2017.9
18.41	2055.0	2017.3
18.42	2051.0	2016.6
18.43	2060.0	2016.0
18.44	2078.0	2015.4
18.45	2089.0	2014.7
18.46	2087.0	2014.1
18.47	2102.0	2013.5
18.48	2097.0	2012.8
18.49	2105.0	2012.2
18.5	2109.0	2011.5
18.51	2118.0	2010.9
18.52	2132.0	2010.2
18.53	2095.0	2009.6
18.54	2039.0	2009.0
18.55	2047.0	2008.3
18.56	2055.0	2007.7
18.57	2065.0	2007.0
18.58	2057.0	2006.4
18.59	2036.0	2005.7
18.6	2060.0	2005.1
18.61	2062.0	2004.4
18.62	2039.0	2003.7
18.63	2022.0	2003.1
18.64	2038.0	2002.4
18.65	2057.0	2001.8
18.66	2045.0	2001.1
18.67	2035.0	2000.5
18.68	1994.0	1999.8
18.69	1984.0	1999.1
18.7	2024.0	1998.5
18.71	2058.0	1997.8
18.72	2074.0	1997.2
18.73	2062.0	1996.5
18.74	2036.0	1995.8
18.75	2055.0	1995.2
18.76	2049.0	1994.5
18.77	2030.0	1993.8
18.78	2041.0	1993.2
18.79	2031.0	1992.5
18.8	2017.0	1991.8
18.81	2019.0	1991.2
18.82	2042.0	1990.5
18.83	2038.0	1989.8
18.84	2033.0	1989.1
18.85	2033.0	1988.5
18.86	2052.0	1987.8
18.87	2033.0	1987.1
18.88	2015.0	1986.4
18.89	2009.0	1985.8
18.9	2006.0	1985.1
18.91	2012.0	1984.4
18.92	2015.0	1983.7
18.93	2019.0	1983.1
18.94	2014.0	1982.4
18.95	2039.0	1981.7
18.96	2083.0	1981.0
18.97	2025.0	1980.3
18.98	1998.0	1979.7
18.99	2009.0	1979.0
19.0	2015.0	1978.3
19.01	2027.0	1977.6
19.02	1996.0	1976.9
19.03	1978.0	1976.2
19.04	2015.0	1975.6
19.05	2057.0	1974.9
19.06	2058.0	1974.2
19.07	2045.0	1973.5
19.08	2033.0	1972.8
19.09	2030.0	1972.1
19.1	2044.0	1971.4
19.11	2015.0	1970.7
19.12	2000.0	1970.0
19.13	2000.0	1969.4
19.14	2014.0	1968.7
19.15	2017.0	1968.0
19.16	1988.0	1967.3
19.17	1974.0	1966.6
19.18	2022.0	1965.9
19.19	2002.0	1965.2
19.2	1990.0	1964.5
19.21	2040.0	1963.8
19.22	2050.0	1963.1
19.23	2037.0	1962.4
19.24	1991.0	1961.7
19.25	1960.0	1961.0
19.26	1994.0	1960.3
19.27	1978.0	1959.6
19.28	2007.0	1958.9
19.29	2016.0	1958.2
19.3	1975.0	1957.5
19.31	1950.0	1956.8
19.32	1978.0	1956.1
19.33	1993.0	1955.4
19.34	1981.0	1954.7
19.35	1982.0	1954.0
19.36	2033.0	1953.3
19.37	2014.0	1952.6
19.38	1996.0	1951.9
19.39	2007.0	1951.2
19.4	2011.0	1950.5
19.41	2029.0	1949.8
19.42	2024.0	1949.1
19.43	2033.0	1948.4
19.44	1981.0	1947.7
19.45	1990.0	1947.0
19.46	1992.0	1946.3
19.47	1968.0	1945.6
19.48	1989.0	1944.9
19.49	1988.0	1944.2
19.5	1953.0	1943.4
19.51	1951.0	1942.7
19.52	1980.0	1942.0
19.53	1975.0	1941.3
19.54	1956.0	1940.6
19.55	1982.0	1939.9
19.56	1993.0	1939.2
19.57	1983.0	1938.5
19.58	1983.0	1937.8
19.59	2001.0	1937.1
19.6	2005.0	1936.4
19.61	1993.0	1935.6
19.62	1949.0	1934.9
19.63	1924.0	1934.2
19.64	1954.0	1933.5
19.65	1998.0	1932.8
19.66	1969.0	1932.1
19.67	1923.0	1931.4
19.68	1931.0	1930.7
19.69	1945.0	1930.0
19.7	1942.0	1929.2
19.71	1970.0	1928.5
19.72	1979.0	1927.8
19.73	1980.0	1927.1
19.74	1974.0	1926.4
19.75	1956.0	1925.7
19.76	1945.0	1925.0
19.77	1950.0	1924.3
19.78	1916.0	1923.5
19.79	1907.0	1922.8
19.8	1941.0	1922.1
19.81	1933.0	1921.4
19.82	1969.0	1920.7
19.83	2002.0	1920.0
19.84	2042.0	1919.3
